timescale,pval,comparison,shed,iteration,hierarchy
hourly,0.3653569964181113,Duration of Flow,FB,28,Duration of Flow
30mins,0.3929214668853237,Duration of Flow,FB,29,Duration of Flow
4hr,0.2886422198829001,Duration of Flow,FB,29,Duration of Flow
daily,0.277208691330466,Duration of Flow,FB,29,Duration of Flow
hourly,0.3847756484913681,Duration of Flow,FB,29,Duration of Flow
30mins,0.26852523972508413,Duration of Flow,FB,30,Duration of Flow
4hr,0.35056704858793175,Duration of Flow,FB,30,Duration of Flow
daily,0.2350967457486945,Duration of Flow,FB,30,Duration of Flow
hourly,0.3172153221187536,Duration of Flow,FB,30,Duration of Flow
30mins,0.3754296292563098,Duration of Flow,FB,31,Duration of Flow
4hr,0.3925840871771641,Duration of Flow,FB,31,Duration of Flow
daily,0.27760273296176213,Duration of Flow,FB,31,Duration of Flow
hourly,0.4071688829808224,Duration of Flow,FB,31,Duration of Flow
30mins,0.795283200394222,Duration of Flow,FB,32,Duration of Flow
4hr,0.6322803109139609,Duration of Flow,FB,32,Duration of Flow
daily,0.506965607037016,Duration of Flow,FB,32,Duration of Flow
hourly,0.7312433746325323,Duration of Flow,FB,32,Duration of Flow
30mins,0.6524637561555442,Duration of Flow,FB,33,Duration of Flow
4hr,0.6120715582943537,Duration of Flow,FB,33,Duration of Flow
daily,0.46209930101552826,Duration of Flow,FB,33,Duration of Flow
hourly,0.6668308033693767,Duration of Flow,FB,33,Duration of Flow
30mins,0.6234534659640322,Duration of Flow,FB,34,Duration of Flow
4hr,0.36470305974933465,Duration of Flow,FB,34,Duration of Flow
daily,0.20914902726840093,Duration of Flow,FB,34,Duration of Flow
hourly,0.563792234942976,Duration of Flow,FB,34,Duration of Flow
30mins,0.5615950894853052,Duration of Flow,FB,35,Duration of Flow
4hr,0.32697346377712033,Duration of Flow,FB,35,Duration of Flow
daily,0.22930151469373738,Duration of Flow,FB,35,Duration of Flow
hourly,0.5709146407654243,Duration of Flow,FB,35,Duration of Flow
30mins,0.5635170736158182,Duration of Flow,FB,36,Duration of Flow
4hr,0.511810844165176,Duration of Flow,FB,36,Duration of Flow
daily,0.19248122815818527,Duration of Flow,FB,36,Duration of Flow
hourly,0.5676297564959927,Duration of Flow,FB,36,Duration of Flow
30mins,0.47624991240350273,Duration of Flow,FB,37,Duration of Flow
4hr,0.39909625168864055,Duration of Flow,FB,37,Duration of Flow
daily,0.12195805192683262,Duration of Flow,FB,37,Duration of Flow
hourly,0.41233194834872905,Duration of Flow,FB,37,Duration of Flow
30mins,0.47375286952801476,Duration of Flow,FB,38,Duration of Flow
4hr,0.2421216245682442,Duration of Flow,FB,38,Duration of Flow
daily,0.20918939811600568,Duration of Flow,FB,38,Duration of Flow
hourly,0.3720570942167928,Duration of Flow,FB,38,Duration of Flow
30mins,0.9798723996072715,Duration of Flow,FB,39,Duration of Flow
4hr,0.9506269525069924,Duration of Flow,FB,39,Duration of Flow
daily,0.55730534024392,Duration of Flow,FB,39,Duration of Flow
hourly,0.96555497235376,Duration of Flow,FB,39,Duration of Flow
30mins,0.5972499604882479,Duration of Flow,FB,40,Duration of Flow
4hr,0.3479284236650153,Duration of Flow,FB,40,Duration of Flow
daily,0.18283328752744052,Duration of Flow,FB,40,Duration of Flow
hourly,0.5294009723694356,Duration of Flow,FB,40,Duration of Flow
30mins,0.3992283414918936,Duration of Flow,FB,41,Duration of Flow
4hr,0.33225315212045725,Duration of Flow,FB,41,Duration of Flow
daily,0.424819583983209,Duration of Flow,FB,41,Duration of Flow
hourly,0.34140872507978226,Duration of Flow,FB,41,Duration of Flow
30mins,0.32519946824970536,Duration of Flow,FB,42,Duration of Flow
4hr,0.3834296475574719,Duration of Flow,FB,42,Duration of Flow
daily,0.47230024929370995,Duration of Flow,FB,42,Duration of Flow
hourly,0.3412818700502023,Duration of Flow,FB,42,Duration of Flow
30mins,0.22214167673678153,Duration of Flow,FB,43,Duration of Flow
4hr,0.15561048978815697,Duration of Flow,FB,43,Duration of Flow
daily,0.09922943300812376,Duration of Flow,FB,43,Duration of Flow
hourly,0.16468508481747063,Duration of Flow,FB,43,Duration of Flow
30mins,0.9210582784694796,Duration of Flow,FB,44,Duration of Flow
4hr,0.8739035048112622,Duration of Flow,FB,44,Duration of Flow
daily,0.5735050508868735,Duration of Flow,FB,44,Duration of Flow
hourly,0.9023107233218154,Duration of Flow,FB,44,Duration of Flow
30mins,0.31597399306051904,Duration of Flow,FB,45,Duration of Flow
4hr,0.2521335443309305,Duration of Flow,FB,45,Duration of Flow
daily,0.1999358375475491,Duration of Flow,FB,45,Duration of Flow
hourly,0.2824830507422149,Duration of Flow,FB,45,Duration of Flow
30mins,0.1828203579151256,Duration of Flow,FB,46,Duration of Flow
4hr,0.11792016346015226,Duration of Flow,FB,46,Duration of Flow
daily,0.06826409209663567,Duration of Flow,FB,46,Duration of Flow
hourly,0.18485819251473767,Duration of Flow,FB,46,Duration of Flow
30mins,0.13602678393440926,Duration of Flow,FB,47,Duration of Flow
4hr,0.04687727484024379,Duration of Flow,FB,47,Duration of Flow
daily,0.04615299432835194,Duration of Flow,FB,47,Duration of Flow
hourly,0.12295129664701368,Duration of Flow,FB,47,Duration of Flow
30mins,0.49874925141991605,Duration of Flow,FB,48,Duration of Flow
4hr,0.39587118339078164,Duration of Flow,FB,48,Duration of Flow
daily,0.2716150704370308,Duration of Flow,FB,48,Duration of Flow
hourly,0.4861055917958368,Duration of Flow,FB,48,Duration of Flow
30mins,0.8050301800158108,Duration of Flow,FB,49,Duration of Flow
4hr,0.712309879189244,Duration of Flow,FB,49,Duration of Flow
daily,0.4871673163018022,Duration of Flow,FB,49,Duration of Flow
hourly,0.7794095501083074,Duration of Flow,FB,49,Duration of Flow
30mins,0.3999029290838488,Duration of Flow,FB,50,Duration of Flow
4hr,0.24233914990911892,Duration of Flow,FB,50,Duration of Flow
daily,0.14171844128805075,Duration of Flow,FB,50,Duration of Flow
hourly,0.3715326324930723,Duration of Flow,FB,50,Duration of Flow
30mins,0.4918011641306127,Duration of Flow,FB,51,Duration of Flow
4hr,0.40138340984554083,Duration of Flow,FB,51,Duration of Flow
daily,0.5442637739844203,Duration of Flow,FB,51,Duration of Flow
hourly,0.46973295546357463,Duration of Flow,FB,51,Duration of Flow
30mins,0.3351684148674374,Duration of Flow,FB,52,Duration of Flow
4hr,0.1736966582005658,Duration of Flow,FB,52,Duration of Flow
daily,0.2100653672338613,Duration of Flow,FB,52,Duration of Flow
hourly,0.3316217131752346,Duration of Flow,FB,52,Duration of Flow
30mins,0.7314721292172747,Duration of Flow,FB,53,Duration of Flow
4hr,0.616953085920298,Duration of Flow,FB,53,Duration of Flow
daily,0.5156998227178146,Duration of Flow,FB,53,Duration of Flow
hourly,0.7098091126409625,Duration of Flow,FB,53,Duration of Flow
30mins,0.013338519131770893,Duration of Flow,FB,54,Duration of Flow
4hr,0.011202139249880705,Duration of Flow,FB,54,Duration of Flow
daily,0.026060180789191735,Duration of Flow,FB,54,Duration of Flow
hourly,0.013786015686295295,Duration of Flow,FB,54,Duration of Flow
30mins,0.7989183909781301,Duration of Flow,FB,55,Duration of Flow
4hr,0.730622434605437,Duration of Flow,FB,55,Duration of Flow
daily,0.6481114627190399,Duration of Flow,FB,55,Duration of Flow
hourly,0.7875223195751542,Duration of Flow,FB,55,Duration of Flow
30mins,0.0804925769948518,Duration of Flow,FB,56,Duration of Flow
4hr,0.059843999793435264,Duration of Flow,FB,56,Duration of Flow
daily,0.04451690457767115,Duration of Flow,FB,56,Duration of Flow
hourly,0.07621117615067124,Duration of Flow,FB,56,Duration of Flow
30mins,0.45120440229993014,Duration of Flow,FB,57,Duration of Flow
4hr,0.47371899499784165,Duration of Flow,FB,57,Duration of Flow
daily,0.2919366489122719,Duration of Flow,FB,57,Duration of Flow
hourly,0.4179003688059092,Duration of Flow,FB,57,Duration of Flow
30mins,0.35143644731629964,Duration of Flow,FB,58,Duration of Flow
4hr,0.2606602378182497,Duration of Flow,FB,58,Duration of Flow
daily,0.1821588176539792,Duration of Flow,FB,58,Duration of Flow
hourly,0.37575391524592155,Duration of Flow,FB,58,Duration of Flow
30mins,0.11854056669377747,Duration of Flow,FB,59,Duration of Flow
4hr,0.056355432701770236,Duration of Flow,FB,59,Duration of Flow
daily,0.005242679886590726,Duration of Flow,FB,59,Duration of Flow
hourly,0.08631439294357997,Duration of Flow,FB,59,Duration of Flow
30mins,0.5930841069051319,Duration of Flow,FB,60,Duration of Flow
4hr,0.42184843363801633,Duration of Flow,FB,60,Duration of Flow
daily,0.1369348155716771,Duration of Flow,FB,60,Duration of Flow
hourly,0.5115330764358966,Duration of Flow,FB,60,Duration of Flow
30mins,0.8424633613151913,Duration of Flow,FB,61,Duration of Flow
4hr,0.7815725900491005,Duration of Flow,FB,61,Duration of Flow
daily,0.4612874229963492,Duration of Flow,FB,61,Duration of Flow
hourly,0.8192916527133018,Duration of Flow,FB,61,Duration of Flow
30mins,0.8618462619253433,Duration of Flow,FB,62,Duration of Flow
4hr,0.7917925417703985,Duration of Flow,FB,62,Duration of Flow
daily,0.3152739523341184,Duration of Flow,FB,62,Duration of Flow
hourly,0.7986227368338512,Duration of Flow,FB,62,Duration of Flow
30mins,0.7150373487359495,Duration of Flow,FB,63,Duration of Flow
4hr,0.6571829235889354,Duration of Flow,FB,63,Duration of Flow
daily,0.43334664428880454,Duration of Flow,FB,63,Duration of Flow
hourly,0.702251746014501,Duration of Flow,FB,63,Duration of Flow
30mins,0.35195622855399916,Duration of Flow,FB,64,Duration of Flow
4hr,0.3208244573884357,Duration of Flow,FB,64,Duration of Flow
daily,0.05227462523718757,Duration of Flow,FB,64,Duration of Flow
hourly,0.3363145643806412,Duration of Flow,FB,64,Duration of Flow
30mins,0.0701179929982163,Duration of Flow,FB,65,Duration of Flow
4hr,0.045807203926379,Duration of Flow,FB,65,Duration of Flow
daily,0.015544814002759809,Duration of Flow,FB,65,Duration of Flow
hourly,0.06502196865453319,Duration of Flow,FB,65,Duration of Flow
30mins,0.7259316032995092,Duration of Flow,FB,66,Duration of Flow
4hr,0.6056037878170326,Duration of Flow,FB,66,Duration of Flow
daily,0.46211767554857824,Duration of Flow,FB,66,Duration of Flow
hourly,0.6850143455184804,Duration of Flow,FB,66,Duration of Flow
30mins,0.3851744767835014,Duration of Flow,FB,67,Duration of Flow
4hr,0.3257022467775317,Duration of Flow,FB,67,Duration of Flow
daily,0.19247964364483225,Duration of Flow,FB,67,Duration of Flow
hourly,0.3452530918176572,Duration of Flow,FB,67,Duration of Flow
30mins,0.4325141252688142,Duration of Flow,FB,68,Duration of Flow
4hr,0.44996330520062344,Duration of Flow,FB,68,Duration of Flow
daily,0.1957728468888356,Duration of Flow,FB,68,Duration of Flow
hourly,0.44276455476984833,Duration of Flow,FB,68,Duration of Flow
30mins,0.24518141860518505,Duration of Flow,FB,69,Duration of Flow
4hr,0.2445219446097321,Duration of Flow,FB,69,Duration of Flow
daily,0.04020284295877765,Duration of Flow,FB,69,Duration of Flow
hourly,0.3038123267688599,Duration of Flow,FB,69,Duration of Flow
30mins,0.46959477954494566,Duration of Flow,FB,70,Duration of Flow
4hr,0.3947972743818152,Duration of Flow,FB,70,Duration of Flow
daily,0.3423038086658874,Duration of Flow,FB,70,Duration of Flow
hourly,0.4480335889241465,Duration of Flow,FB,70,Duration of Flow
30mins,0.6418759481488651,Duration of Flow,FB,71,Duration of Flow
4hr,0.418611223654894,Duration of Flow,FB,71,Duration of Flow
daily,0.27016012668524525,Duration of Flow,FB,71,Duration of Flow
hourly,0.5173384655540056,Duration of Flow,FB,71,Duration of Flow
30mins,0.7475308511231615,Duration of Flow,FB,72,Duration of Flow
4hr,0.5374672411068685,Duration of Flow,FB,72,Duration of Flow
daily,0.28318733684081254,Duration of Flow,FB,72,Duration of Flow
hourly,0.6858798193441684,Duration of Flow,FB,72,Duration of Flow
30mins,0.28792959442371324,Duration of Flow,FB,73,Duration of Flow
4hr,0.19200687548308765,Duration of Flow,FB,73,Duration of Flow
daily,0.02954037117361694,Duration of Flow,FB,73,Duration of Flow
hourly,0.2861497437868588,Duration of Flow,FB,73,Duration of Flow
30mins,0.20235162732949988,Duration of Flow,FB,74,Duration of Flow
4hr,0.1270400420770786,Duration of Flow,FB,74,Duration of Flow
daily,0.035468610486512946,Duration of Flow,FB,74,Duration of Flow
hourly,0.17860700756980205,Duration of Flow,FB,74,Duration of Flow
30mins,0.6755515657055429,Duration of Flow,FB,75,Duration of Flow
4hr,0.6592282995139616,Duration of Flow,FB,75,Duration of Flow
daily,0.38656106890499736,Duration of Flow,FB,75,Duration of Flow
hourly,0.7041800702639831,Duration of Flow,FB,75,Duration of Flow
30mins,0.16311703215210285,Duration of Flow,FB,76,Duration of Flow
4hr,0.07468160401916596,Duration of Flow,FB,76,Duration of Flow
daily,0.0673306188932077,Duration of Flow,FB,76,Duration of Flow
hourly,0.17857916015795894,Duration of Flow,FB,76,Duration of Flow
30mins,0.6030560085406945,Duration of Flow,FB,77,Duration of Flow
4hr,0.538297534474802,Duration of Flow,FB,77,Duration of Flow
daily,0.6234745390571413,Duration of Flow,FB,77,Duration of Flow
hourly,0.6144266405337521,Duration of Flow,FB,77,Duration of Flow
30mins,0.37364111985063936,Duration of Flow,FB,78,Duration of Flow
4hr,0.27325443108545927,Duration of Flow,FB,78,Duration of Flow
daily,0.07011172450109346,Duration of Flow,FB,78,Duration of Flow
hourly,0.36339586046225747,Duration of Flow,FB,78,Duration of Flow
30mins,0.41896368213030977,Duration of Flow,FB,79,Duration of Flow
4hr,0.48848637964257563,Duration of Flow,FB,79,Duration of Flow
daily,0.43419446828424696,Duration of Flow,FB,79,Duration of Flow
hourly,0.5271322598116424,Duration of Flow,FB,79,Duration of Flow
30mins,0.3897050343682007,Duration of Flow,FB,80,Duration of Flow
4hr,0.3034290697791182,Duration of Flow,FB,80,Duration of Flow
daily,0.09872235683678304,Duration of Flow,FB,80,Duration of Flow
hourly,0.2678497905660586,Duration of Flow,FB,80,Duration of Flow
30mins,0.2946184044988497,Duration of Flow,FB,81,Duration of Flow
4hr,0.13686499344826406,Duration of Flow,FB,81,Duration of Flow
daily,0.0897089637554993,Duration of Flow,FB,81,Duration of Flow
hourly,0.1908669056183063,Duration of Flow,FB,81,Duration of Flow
30mins,0.33440514755010037,Duration of Flow,FB,82,Duration of Flow
4hr,0.23126787903247725,Duration of Flow,FB,82,Duration of Flow
daily,0.34215235753389417,Duration of Flow,FB,82,Duration of Flow
hourly,0.3228190350922229,Duration of Flow,FB,82,Duration of Flow
30mins,0.4495496634945449,Duration of Flow,FB,83,Duration of Flow
4hr,0.5105188118381994,Duration of Flow,FB,83,Duration of Flow
daily,0.34084226008738666,Duration of Flow,FB,83,Duration of Flow
hourly,0.49360758971274665,Duration of Flow,FB,83,Duration of Flow
30mins,0.13855168648428257,Duration of Flow,FB,84,Duration of Flow
4hr,0.0547989930675005,Duration of Flow,FB,84,Duration of Flow
daily,0.016736060499078633,Duration of Flow,FB,84,Duration of Flow
hourly,0.10833267278265986,Duration of Flow,FB,84,Duration of Flow
30mins,0.5831870752284877,Duration of Flow,FB,85,Duration of Flow
4hr,0.34679662302541614,Duration of Flow,FB,85,Duration of Flow
daily,0.10892289366903975,Duration of Flow,FB,85,Duration of Flow
hourly,0.5725552654953114,Duration of Flow,FB,85,Duration of Flow
30mins,0.4134171554820677,Duration of Flow,FB,86,Duration of Flow
4hr,0.42817439858506573,Duration of Flow,FB,86,Duration of Flow
daily,0.27196726633609436,Duration of Flow,FB,86,Duration of Flow
hourly,0.42881182690239444,Duration of Flow,FB,86,Duration of Flow
30mins,0.31709119120357954,Duration of Flow,FB,87,Duration of Flow
4hr,0.2547536060401569,Duration of Flow,FB,87,Duration of Flow
daily,0.10159103163743737,Duration of Flow,FB,87,Duration of Flow
hourly,0.2991982523521415,Duration of Flow,FB,87,Duration of Flow
30mins,0.3754888721017471,Duration of Flow,FB,88,Duration of Flow
4hr,0.26315128414450695,Duration of Flow,FB,88,Duration of Flow
daily,0.11882764198833214,Duration of Flow,FB,88,Duration of Flow
hourly,0.3821142411386205,Duration of Flow,FB,88,Duration of Flow
30mins,0.721269581519707,Duration of Flow,FB,89,Duration of Flow
4hr,0.47472430796900555,Duration of Flow,FB,89,Duration of Flow
daily,0.3426897544745088,Duration of Flow,FB,89,Duration of Flow
hourly,0.6406487228514719,Duration of Flow,FB,89,Duration of Flow
30mins,0.20136782209643386,Duration of Flow,FB,90,Duration of Flow
4hr,0.1743259609636038,Duration of Flow,FB,90,Duration of Flow
daily,0.14773139229756105,Duration of Flow,FB,90,Duration of Flow
hourly,0.1706240246521667,Duration of Flow,FB,90,Duration of Flow
30mins,0.5920035026438983,Duration of Flow,FB,91,Duration of Flow
4hr,0.36339330093099864,Duration of Flow,FB,91,Duration of Flow
daily,0.28071542958921375,Duration of Flow,FB,91,Duration of Flow
hourly,0.5558230601917236,Duration of Flow,FB,91,Duration of Flow
30mins,0.5569545047012578,Duration of Flow,FB,92,Duration of Flow
4hr,0.6106371470658039,Duration of Flow,FB,92,Duration of Flow
daily,0.483736710465881,Duration of Flow,FB,92,Duration of Flow
hourly,0.5772733146259031,Duration of Flow,FB,92,Duration of Flow
30mins,0.3921161758670688,Duration of Flow,FB,93,Duration of Flow
4hr,0.38118316992946494,Duration of Flow,FB,93,Duration of Flow
daily,0.35506504813533246,Duration of Flow,FB,93,Duration of Flow
hourly,0.41898728072530733,Duration of Flow,FB,93,Duration of Flow
30mins,0.4923570505328649,Duration of Flow,FB,94,Duration of Flow
4hr,0.28662071843317494,Duration of Flow,FB,94,Duration of Flow
daily,0.11337040087017568,Duration of Flow,FB,94,Duration of Flow
hourly,0.43867923364990474,Duration of Flow,FB,94,Duration of Flow
30mins,0.49569197218147504,Duration of Flow,FB,95,Duration of Flow
4hr,0.19719783705089625,Duration of Flow,FB,95,Duration of Flow
daily,0.08278358994212016,Duration of Flow,FB,95,Duration of Flow
hourly,0.427034758914769,Duration of Flow,FB,95,Duration of Flow
30mins,0.31637477324091356,Duration of Flow,FB,96,Duration of Flow
4hr,0.2652741735489088,Duration of Flow,FB,96,Duration of Flow
daily,0.12759455421407234,Duration of Flow,FB,96,Duration of Flow
hourly,0.2943994409408224,Duration of Flow,FB,96,Duration of Flow
30mins,0.094506054325032507,Duration of Flow,FB,97,Duration of Flow
4hr,0.05437921355940212,Duration of Flow,FB,97,Duration of Flow
daily,0.06029957287342698,Duration of Flow,FB,97,Duration of Flow
hourly,0.08133008685434938,Duration of Flow,FB,97,Duration of Flow
30mins,0.3304513448983726,Duration of Flow,FB,98,Duration of Flow
4hr,0.14084259491237297,Duration of Flow,FB,98,Duration of Flow
daily,0.060169514879779555,Duration of Flow,FB,98,Duration of Flow
hourly,0.2848887799735042,Duration of Flow,FB,98,Duration of Flow
30mins,0.34333116000632513,Duration of Flow,FB,99,Duration of Flow
4hr,0.3983424533183674,Duration of Flow,FB,99,Duration of Flow
daily,0.31657303657890423,Duration of Flow,FB,99,Duration of Flow
hourly,0.3687702324183623,Duration of Flow,FB,99,Duration of Flow
30mins,0.3355503284569754,Duration of Flow,FB,100,Duration of Flow
4hr,0.2022503327410914,Duration of Flow,FB,100,Duration of Flow
daily,0.18522512965669763,Duration of Flow,FB,100,Duration of Flow
hourly,0.32545240055013436,Duration of Flow,FB,100,Duration of Flow
